Battery_ID,Cycle,Capacity,Temperature_C,Internal_Resistance_Ohm
BAT_001_Standard,1,99.85020750672075,23.85151489826093,0.015017336092584523
BAT_001_Standard,2,100.0,26.60442981381184,0.015073053830137058
BAT_001_Standard,3,99.8557216226992,24.090744039100695,0.015287597001409225
BAT_001_Standard,4,99.53824375950688,25.091820741221706,0.015511144101889151
BAT_001_Standard,5,99.779630020637,25.879724990168793,0.014693859164297298
BAT_001_Standard,6,99.22875859561621,24.278322325230448,0.014803207448158889
BAT_001_Standard,7,99.4368762144203,26.65738074275218,0.01511274543440268
BAT_001_Standard,8,99.09707547890001,26.04215935312957,0.016066805841521748
BAT_001_Standard,9,99.07047801604982,27.117590208678337,0.0156819146310871
BAT_001_Standard,10,98.94105211346394,25.15599121216389,0.015484668927802201
BAT_001_Standard,11,98.68854364160347,27.507114147398507,0.015102570390495984
BAT_001_Standard,12,98.73221530571846,24.87455419652088,0.015141904354494265
BAT_001_Standard,13,98.87989903929527,22.63848374286652,0.015323000453360486
BAT_001_Standard,14,98.53666832990712,25.460038116793992,0.015119264820881174
BAT_001_Standard,15,98.77931188680584,25.17129517422281,0.015641850816105772
BAT_001_Standard,16,99.12432250960428,26.595441880850043,0.015400104570160495
BAT_001_Standard,17,99.06085290246779,26.058404180437005,0.015724790059027483
BAT_001_Standard,18,98.65086768461578,24.40882696288958,0.015921569473784133
BAT_001_Standard,19,97.84872237675012,24.851847829000242,0.01495778405205271
BAT_001_Standard,20,98.5356660054863,25.474343387021516,0.016136773607773797
BAT_001_Standard,21,99.2846577930431,24.987131195425057,0.015649470547309766
BAT_001_Standard,22,97.67208516393559,24.289289505286522,0.015662502312182334
BAT_001_Standard,23,98.08321143038873,24.047753749492383,0.015430302274201753
BAT_001_Standard,24,98.49039067784628,27.651265423260845,0.016219067922165833
BAT_001_Standard,25,98.3778847378661,24.751488249758943,0.016860546532080474
BAT_001_Standard,26,97.63869506908036,26.609890975449165,0.016032409572353516
BAT_001_Standard,27,97.69921128829081,26.436483719325913,0.01572818131467548
BAT_001_Standard,28,97.56245321911899,25.533281651724455,0.016108896688267486
BAT_001_Standard,29,97.07587254324423,24.629887348095032,0.016264277758489393
BAT_001_Standard,30,97.28497461651206,25.68357340170383,0.016487864360067175
BAT_001_Standard,31,96.97794069797642,26.180865996401273,0.015809023685401782
BAT_001_Standard,32,97.89965607770198,26.1105655938281,0.01633435618349835
BAT_001_Standard,33,97.34467609474224,25.700834977873214,0.016566028150037496
BAT_001_Standard,34,96.68710112821483,25.4780613839073,0.0162798627055384
BAT_001_Standard,35,97.2400311422405,26.02798438881808,0.017014647164044192
BAT_001_Standard,36,96.66561406755888,26.211124184647403,0.01701870983713466
BAT_001_Standard,37,97.33949830810494,24.405653183735538,0.015725505960607896
BAT_001_Standard,38,96.99462709562388,27.704288121508295,0.017161004514188064
BAT_001_Standard,39,96.63590115467984,27.282503770831884,0.016329526592512987
BAT_001_Standard,40,97.1722352076644,26.903833083746164,0.017140566267170764
BAT_001_Standard,41,96.8146109721242,26.559700086290896,0.015991392814981693
BAT_001_Standard,42,97.20743270497482,27.66171323400993,0.016808090303613306
BAT_001_Standard,43,96.8172868868292,27.554961758161735,0.015964637492201325
BAT_001_Standard,44,95.93062912484348,25.934021924675815,0.017335294565048457
BAT_001_Standard,45,96.6771266640069,27.752754395515428,0.016756047253761792
BAT_001_Standard,46,96.43395459920261,23.919601671260942,0.016440077419966732
BAT_001_Standard,47,96.50183745209279,25.645178669800835,0.01703147667101283
BAT_001_Standard,48,96.18525613022504,24.945433726460475,0.016829166593520756
BAT_001_Standard,49,96.39883743150618,25.62592394997858,0.016928533635393744
BAT_001_Standard,50,96.14631447406934,26.08548519415937,0.017493444563467807
BAT_001_Standard,51,95.98738531423356,25.736429615676613,0.017184377053467616
BAT_001_Standard,52,95.65646315335054,27.134138221710476,0.01695382893786243
BAT_001_Standard,53,96.46901667665298,27.066223302136205,0.01686337350212988
BAT_001_Standard,54,95.94934007104551,26.004673869645313,0.017120867794217846
BAT_001_Standard,55,95.64514622907537,27.530662511371986,0.0172987438794054
BAT_001_Standard,56,95.25311410155803,27.796913409847786,0.01760204606644647
BAT_001_Standard,57,95.6063376061735,28.23625238092179,0.01756441805222242
BAT_001_Standard,58,95.53222096741473,27.067050595890652,0.01669405534717441
BAT_001_Standard,59,94.4411842986079,26.845167648027786,0.017609828675226626
BAT_001_Standard,60,94.85603129382527,26.51271042536265,0.01681418823986383
BAT_001_Standard,61,95.46412338532625,24.607892892040425,0.017260444465988126
BAT_001_Standard,62,95.01273653842284,28.125317869918863,0.01757968031329995
BAT_001_Standard,63,95.40275359967347,26.598475294341128,0.017852070895397597
BAT_001_Standard,64,94.93422770985048,26.73916533580476,0.017240671468283602
BAT_001_Standard,65,94.34740815791503,28.51207126799791,0.01695701327292655
BAT_001_Standard,66,94.7526718860774,26.44705065668265,0.018623021871815446
BAT_001_Standard,67,94.44434202803322,29.324351762373308,0.017711256401354618
BAT_001_Standard,68,94.12757708380293,25.165402349858134,0.017678573697732295
BAT_001_Standard,69,95.23131166111023,26.108894384687197,0.018522738473147605
BAT_001_Standard,70,94.63591384176563,27.185092437479618,0.01860507966634229
BAT_001_Standard,71,94.35193996405424,26.026374077705306,0.018267727560800816
BAT_001_Standard,72,93.88031458950695,25.43644822830607,0.01806359886563659
BAT_001_Standard,73,94.76063249446784,28.72195392837992,0.01810397709556045
BAT_001_Standard,74,93.55116451188485,26.39518937973845,0.018443128737732756
BAT_001_Standard,75,94.10392688154406,26.80846000129671,0.018029116991377745
BAT_001_Standard,76,94.01322913684987,25.84440446865557,0.018334974941290747
BAT_001_Standard,77,93.97302447437636,29.128224639533304,0.01824895677046275
BAT_001_Standard,78,94.19693341885112,26.030541662491736,0.018708394844886032
BAT_001_Standard,79,93.89635050203351,26.984388492426824,0.0172295017161393
BAT_001_Standard,80,93.83581437789807,26.724250783003612,0.018270397825876722
BAT_001_Standard,81,93.53073281510669,28.48693101125369,0.018320732782268322
BAT_001_Standard,82,93.57819745633846,28.506052165319325,0.018215142374873556
BAT_001_Standard,83,93.63467640191583,29.52609999054923,0.01853309884431942
BAT_001_Standard,84,93.73727292496785,28.160310983852504,0.018543549388274266
BAT_001_Standard,85,93.51612430942764,27.254825545244014,0.01835995420140438
BAT_001_Standard,86,93.24559355549647,29.264050675821107,0.018058490785820766
BAT_001_Standard,87,92.89978035147263,26.646467552916228,0.01835550474364098
BAT_001_Standard,88,93.3999745993471,28.227853202431792,0.01898317559223442
BAT_001_Standard,89,92.7026192787188,29.193480144591135,0.018165627739617208
BAT_001_Standard,90,92.585429276844,29.208110544683105,0.01831430943284414
BAT_001_Standard,91,93.60909952794253,26.407622682392592,0.018953938432123545
BAT_001_Standard,92,92.20831176883196,26.922743501291475,0.018986029448108933
BAT_001_Standard,93,92.94675232329892,28.22349076400127,0.018446312940362235
BAT_001_Standard,94,92.91958784519599,28.402126739306446,0.019344663201587866
BAT_001_Standard,95,93.22406898534415,27.260323321005426,0.01876680730259855
BAT_001_Standard,96,92.14525962434425,30.104609292499667,0.019098668180305332
BAT_001_Standard,97,92.48592418764343,28.238824702631547,0.019279385200964456
BAT_001_Standard,98,92.50525933748536,28.40444346980938,0.01916598104826595
BAT_001_Standard,99,91.99903031606071,28.416916979480053,0.019545818644913827
BAT_001_Standard,100,91.9591171510624,27.938403288239,0.018944611322115418
BAT_001_Standard,101,92.4347786438571,28.17997635731013,0.018964548728816952
BAT_001_Standard,102,91.95113550429743,29.965541319581778,0.019161897196183927
BAT_001_Standard,103,92.05447518846943,27.154082708479304,0.018376677829516182
BAT_001_Standard,104,92.22828107894571,27.440890962492055,0.018804170284140217
BAT_001_Standard,105,91.68086874380344,28.12899574757425,0.018697147312713585
BAT_001_Standard,106,92.04246370257191,28.827908022222164,0.019138951130852074
BAT_001_Standard,107,91.71926019933508,29.756893925807468,0.01912486246063476
BAT_001_Standard,108,91.57602265617344,27.87705717878823,0.019623285445534294
BAT_001_Standard,109,92.33739532106438,29.011229342808868,0.019504398327321835
BAT_001_Standard,110,91.40850073382406,27.312298017036657,0.0196871805609219
BAT_001_Standard,111,91.63817551550808,28.828337071276355,0.01900744176680362
BAT_001_Standard,112,91.68166381926534,27.30907894216844,0.01941699617111152
BAT_001_Standard,113,91.13568605981156,27.968771421811685,0.019347883253329153
BAT_001_Standard,114,91.40500167363687,30.778562119640974,0.01923924368484341
BAT_001_Standard,115,91.0723259238665,27.373636804316547,0.01960322708931375
BAT_001_Standard,116,90.92600828381204,26.772084972421368,0.020144989718819162
BAT_001_Standard,117,90.75122357275978,28.03666686969323,0.019488311099929562
BAT_001_Standard,118,90.97375952202222,29.4507475393321,0.019670090472491214
BAT_001_Standard,119,90.7970619274664,26.847887498076773,0.019145444307502313
BAT_001_Standard,120,90.40493817545016,26.780223126175102,0.019556754073804396
