Battery_ID,Cycle,Capacity,AvgVoltage,AvgCurrent,AvgTemp,SOH,Re,Rct,RUL
B0005,1,1.8564874208181574,3.5298286688693397,-1.8187019641679727,32.572328114029,100.0,0.04466870036616091,0.06945627304536996,167
B0005,1,1.8564874208181574,3.5298286688693397,-1.8187019641679727,32.572328114029,100.0,0.04668700162486933,0.07627474098530587,167
B0005,2,1.846327249719927,3.5373201277859714,-1.8175598506612867,32.72523522519307,99.45272071416714,0.044843430573346096,0.0679720560130687,166
B0005,2,1.846327249719927,3.5373201277859714,-1.8175598506612867,32.72523522519307,99.45272071416714,0.04619468955099375,0.07453388918437964,166
B0005,3,1.8353491942234077,3.5437367282719,-1.8164865418840956,32.64286193755933,98.86138595081705,0.04510114851143001,0.06852832896000328,165
B0005,4,1.8352625275821128,3.5436661072601456,-1.8255891938692528,32.51487646204882,98.85671763794173,0.04599074473076839,0.07342664108773311,164
B0005,4,1.8352625275821128,3.5436661072601456,-1.8255891938692528,32.51487646204882,98.85671763794173,0.044172075577171746,0.06804449516996176,164
B0005,5,1.8346455082120419,3.5423432526672167,-1.8261139590277586,32.38234901543077,98.82348178817772,0.0452171085992494,0.07464778408413367,163
B0005,5,1.8346455082120419,3.5423432526672167,-1.8261139590277586,32.38234901543077,98.82348178817772,0.043786628196075913,0.06845021227072765,163
B0005,6,1.8356616600675495,3.5413347346347575,-1.8168108743168803,32.43418218230641,98.87821697485944,0.04490994541365791,0.07395687603254197,162
B0005,7,1.8351461429226603,3.5410250495075215,-1.816791144707133,32.480416444757985,98.85044855913476,0.04463932198878524,0.0683410113732366,161
B0005,7,1.8351461429226603,3.5410250495075215,-1.816791144707133,32.480416444757985,98.85044855913476,0.04717044086931744,0.07208112164479205,161
B0005,8,1.8257567905665537,3.554133296801584,-1.8443412120754061,32.41046186109587,98.34468955151549,0.043558785775475374,0.06868237655872211,160
B0005,8,1.8257567905665537,3.554133296801584,-1.8443412120754061,32.41046186109587,98.34468955151549,0.04648969708635643,0.07102909339339247,160
B0005,9,1.8247738529891333,3.5529355991467955,-1.853972745505648,32.3461408313,98.29174345738105,0.04526547818261783,0.0681437253042456,159
B0005,10,1.824613268496936,3.5512057319376997,-1.8535899338510957,32.27679750791685,98.2830935473199,0.0463622366817154,0.07193029860543036,158
B0005,10,1.824613268496936,3.5512057319376997,-1.8535899338510957,32.27679750791685,98.2830935473199,0.044483715777434665,0.06782555719716843,158
B0005,11,1.8246195526864504,3.549292319740949,-1.863380178294828,32.15709350345252,98.28343204622077,0.04482791300205649,0.07288826952758304,157
B0005,11,1.8246195526864504,3.549292319740949,-1.863380178294828,32.15709350345252,98.28343204622077,0.04441416485910045,0.06885805241213436,157
B0005,12,1.8142019357673917,3.559759220648976,-1.872968810287894,32.36407129853099,97.72228539894279,0.04466450679894579,0.0727868237536811,156
B0005,13,1.8137521577549054,3.558081969139198,-1.8826095043160833,32.3181954403762,97.69805803238793,0.04453544590029642,0.06779434699116274,155
B0005,13,1.8137521577549054,3.558081969139198,-1.8826095043160833,32.3181954403762,97.69805803238793,0.04502135245555801,0.06940408185539676,155
B0005,14,1.8134404914735822,3.555692244172496,-1.882536787636365,32.15709029211502,97.68127007692816,0.04610646564263781,0.07041083307756363,154
B0005,15,1.8025980036306504,3.562746818017503,-1.8817935155260215,32.04407000314609,97.09723768751647,0.04646251600050638,0.06993774302336724,153
B0005,15,1.8025980036306504,3.562746818017503,-1.8817935155260215,32.04407000314609,97.09723768751647,0.04766732499763113,0.06870142026856427,153
B0005,16,1.80210690024615,3.5614521756489204,-1.8921861285036712,31.931593674911532,97.07078432300706,0.04772385451119983,0.06950417544214327,152
B0005,16,1.80210690024615,3.5614521756489204,-1.8921861285036712,31.931593674911532,97.07078432300706,0.04786769518725868,0.06782851501053842,152
B0005,17,1.802579500826209,3.5603420474985823,-1.9027629207037406,31.941655359029298,97.09624103091467,0.04694022963323793,0.069661211991841,151
B0005,18,1.8030683142834096,3.5591189041401865,-1.9133470605822436,31.965008645476725,97.12257104811376,0.045613419083722975,0.0690386303340568,150
B0005,18,1.8030683142834096,3.5591189041401865,-1.9133470605822436,31.965008645476725,97.12257104811376,0.04702798243208013,0.07112946749607083,150
B0005,19,1.8027776247196041,3.557886771846508,-1.9131602105481538,31.966241678512723,97.1069130069902,0.04672887233883059,0.06971129972921941,149
B0005,19,1.8027776247196041,3.557886771846508,-1.9131602105481538,31.966241678512723,97.1069130069902,0.047755380262671634,0.07167079612312527,149
B0005,20,1.8470259949329193,3.5520375235511907,-1.8553455745575975,32.37143341978575,99.49035873989017,0.04691622519628201,0.06913343554751465,148
B0005,21,1.847417311283644,3.5525668436897124,-1.8746995273150975,32.70024990461686,99.5114370594272,0.047022939446838434,0.06976696183555635,147
B0005,21,1.847417311283644,3.5525668436897124,-1.8746995273150975,32.70024990461686,99.5114370594272,0.046604793185003,0.06852215228822905,147
B0005,22,1.8361774213478947,3.556794038327039,-1.873827212788385,32.32266411829938,98.90599854098058,0.046245370477528074,0.0719248993978976,146
B0005,22,1.8361774213478947,3.556794038327039,-1.873827212788385,32.32266411829938,98.90599854098058,0.04683293993011124,0.06946896899621643,146
B0005,23,1.8257807475776242,3.5614100044534203,-1.883193546754683,31.98795810666763,98.34597999985365,0.04618610336751238,0.07193787056034481,145
B0005,24,1.8251136435078368,3.5566107947817986,-1.873239184822504,31.894456524691385,98.31004632950896,0.04624136663986422,0.06934916902797013,144
B0005,24,1.8251136435078368,3.5566107947817986,-1.873239184822504,31.894456524691385,98.31004632950896,0.04773737014313117,0.0703395836124857,144
B0005,25,1.8255815042203762,3.5586742170266272,-1.9139593751505897,31.78039681801023,98.33524772367372,0.049427483436388156,0.0695498357572787,143
